,Duration,Credit history,Credit amount,Present employment,Installment rate,Residence duration,Property,Age,Credits number,Job,Number of people,Purpose_car,Purpose_car_new,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/TV,Purpose_repairs,Purpose_retraining,Sex_male,Other_debtors_guarantor,Other_install_none,Other_install_stores,Housing_own,Housing_rent,Savings_moderate,Savings_quite_rich,Savings_rich,Checkin account_little,Checkin account_moderate,Risk_good
10,-0.73866754284237,2,-0.7004715485718486,1,3,1,2,-0.9275465787730471,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
11,2.248194362394665,2,0.36746632990706457,1,3,4,1,-1.0154990326677036,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12,-0.73866754284237,2,-0.6040629515103602,2,1,1,2,-1.1914039404570165,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
13,0.2569530922366417,4,-0.7344981122406091,4,4,4,2,2.1507893075399296,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
14,-0.4897623840726171,2,-0.6621916644444928,2,2,4,2,-0.6636892170890777,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
15,0.2569530922366417,2,-0.7050793124019932,2,4,2,2,-0.3118794015104518,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
16,0.2569530922366417,4,-0.300304982092362,4,4,4,1,1.5351221302773341,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
17,0.7547634097761475,0,1.7015911804197195,1,2,3,2,-0.9275465787730471,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
18,0.2569530922366417,2,3.299067455993719,4,4,2,3,0.7435500452254259,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,0.2569530922366417,2,0.056265049686525,4,3,2,2,-0.3998318554051083,1,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
20,-0.9875727016121228,4,-0.40309355984174294,2,4,4,2,1.0953598608040518,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
21,-1.2364778603818758,2,-0.22126411023680356,2,2,3,0,0.7435500452254259,1,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
22,-0.9046043153555385,4,-0.3651681190859369,1,1,3,0,1.0953598608040518,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
23,-0.73866754284237,4,-0.5200598724531075,1,3,4,1,0.7435500452254259,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1
24,-0.9046043153555385,4,-0.4261323789924663,2,2,1,2,-0.8395941248783907,2,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
25,-1.2364778603818758,2,-0.6724705222194309,2,1,2,0,0.039930414068174096,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
26,-1.2364778603818758,0,-1.0084828384484419,4,4,4,2,0.3037877757521435,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
27,-0.73866754284237,1,-1.0145083757647848,2,3,3,0,0.567645137436113,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
28,-1.1535094741252916,2,-0.30349497243630835,2,3,2,0,-0.13597449372113884,1,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1
29,3.2438149974736765,3,1.2634991731844267,4,3,4,3,2.414646669223899,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
30,-0.24085722530286413,2,-0.48142554495420226,1,3,3,0,0.039930414068174096,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
31,0.2569530922366417,2,0.2653866389007828,2,2,2,2,-0.7516416709837342,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
32,-0.24085722530286413,2,0.919689102781325,2,2,2,2,-0.48778430929976474,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1
33,-0.73866754284237,4,-0.7114592930898859,4,4,4,3,1.8869319458559601,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
34,-0.73866754284237,2,-0.6370261850644721,1,4,1,1,-0.22392694761579535,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,1.9992892036249121,4,0.5227125266457847,1,4,2,1,-0.9275465787730471,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
36,2.248194362394665,4,1.0061732854394247,2,1,3,3,-0.3998318554051083,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37,-0.24085722530286413,2,-0.415144634474429,2,4,2,0,0.12788286796283058,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
38,-0.9046043153555385,2,-0.7252825845803198,2,2,2,2,0.12788286796283058,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
39,-0.9875727016121228,2,-0.9971406505588549,2,4,3,0,-1.0154990326677036,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
40,0.7547634097761475,2,-0.33255932890337464,4,4,2,2,-0.48778430929976474,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
41,-0.73866754284237,2,-0.7490302904741423,2,3,1,2,-0.8395941248783907,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1
42,-0.24085722530286413,3,1.0394909623650863,2,2,4,0,0.7435500452254259,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1
43,0.7547634097761475,4,1.0334654250487432,3,1,4,2,-1.0154990326677036,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
44,2.248194362394665,4,1.0178699167005614,4,4,4,3,1.9748843997506165,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
45,-0.8216359290989542,4,-0.6657360981599888,1,4,4,2,-0.04802203982648238,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
46,1.2525737273156534,2,-0.3446104035360607,4,4,4,2,0.3037877757521435,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
47,-1.2364778603818758,2,-0.6802682763935219,0,1,2,1,-1.1034514865623601,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
48,-0.8216359290989542,4,1.4024409748318658,2,1,4,1,0.3037877757521435,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
49,-0.73866754284237,2,-0.42471460550626794,2,4,2,0,-0.6636892170890777,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
50,0.2569530922366417,3,-0.33255932890337464,1,4,2,1,-0.5757367631944212,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
51,0.5058582510063946,3,0.9547789965647343,4,1,2,2,-0.48778430929976474,2,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
52,-0.73866754284237,2,-0.712168179832985,2,3,2,2,-0.9275465787730471,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
53,-0.24085722530286413,2,0.037833994365946345,2,2,1,1,-0.3998318554051083,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
54,1.2525737273156534,3,-0.3708392130307303,4,4,4,3,1.8869319458559601,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55,-1.2364778603818758,1,-0.8819465548052383,2,1,2,0,-0.8395941248783907,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
56,-0.73866754284237,2,1.1330640124541778,0,2,1,3,1.4471696763826778,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
57,1.2525737273156534,4,2.231129577514806,2,2,2,2,-0.3998318554051083,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
58,-0.24085722530286413,2,-0.464412263119822,4,3,2,2,-1.1034514865623601,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
59,1.2525737273156534,4,1.0483520466538259,1,4,4,3,-1.1034514865623601,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
60,-0.9875727016121228,2,-0.666444984903088,2,2,1,0,-0.7516416709837342,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
61,-0.4897623840726171,4,-0.6146962526568479,4,4,4,0,1.2712647685933647,2,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1
62,1.2525737273156534,0,-0.46724781009221866,4,4,4,3,2.238741761434586,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
63,2.248194362394665,0,3.951952146388063,2,2,2,2,-0.9275465787730471,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,0.2569530922366417,2,-0.03199134982932278,1,4,4,1,-0.8395941248783907,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
65,0.5058582510063946,2,0.6800853836138024,4,4,4,1,1.0953598608040518,4,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
66,-0.73866754284237,2,-0.38997915509440817,1,2,2,2,-0.5757367631944212,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
67,-0.73866754284237,2,-0.8025512395781303,2,4,1,0,-1.1914039404570165,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
68,1.2525737273156534,2,-0.5147432218798637,2,4,4,3,0.12788286796283058,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
69,1.2525737273156534,2,-0.3109382832388497,2,4,4,2,-0.9275465787730471,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
70,1.2525737273156534,2,1.7232122260842444,2,1,2,1,-0.48778430929976474,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71,-1.1535094741252916,4,-0.9007320534973666,4,4,2,1,0.9194549530147389,2,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
72,-1.0705410878687072,4,-0.7469036302448447,4,3,4,3,1.3592172224880212,2,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
73,1.7503840448551593,4,0.9508801194776889,3,2,1,0,0.4796926835414565,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
74,1.2525737273156534,2,-0.4587411691750285,4,4,4,3,0.3917402296468,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
75,-0.73866754284237,4,-0.6185951297438934,4,4,4,3,2.6785040309078685,2,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
76,1.7503840448551593,2,0.24589225346555538,1,4,3,2,-0.13597449372113884,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
77,-0.8216359290989542,3,0.5315736109345245,3,2,4,1,1.3592172224880212,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
78,2.746004679934171,0,2.1850519392133596,2,2,2,1,0.3037877757521435,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
79,0.7547634097761475,2,0.19875128504945996,1,2,1,1,-1.1914039404570165,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
80,0.2569530922366417,2,0.9469812423906434,1,1,1,2,0.7435500452254259,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
81,-0.4897623840726171,2,-0.7295359050389149,4,4,3,1,1.0074074069093952,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
82,-0.24085722530286413,2,-0.6037085081388106,2,3,4,1,-1.0154990326677036,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
83,0.2569530922366417,2,-0.5374275976590374,4,4,4,0,1.9748843997506165,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
84,-0.9046043153555385,2,-0.3389393095912673,4,3,4,0,1.4471696763826778,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
85,-0.73866754284237,4,-0.6590016741005466,2,4,2,0,-0.5757367631944212,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
86,-0.24085722530286413,4,-0.7004715485718486,1,4,1,1,-0.7516416709837342,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
87,1.2525737273156534,2,3.3107640872548556,2,1,4,3,1.0074074069093952,1,2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
88,-0.24085722530286413,2,-0.3623325721135402,3,4,3,2,-0.48778430929976474,1,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1
89,-0.73866754284237,0,-0.7667524590516218,3,4,3,0,-0.6636892170890777,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
90,-0.73866754284237,4,-0.9404297111109207,4,4,4,0,1.7989794919613036,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
91,-0.73866754284237,4,-0.6600650042151953,4,4,3,0,1.6230745841719907,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
92,-0.73866754284237,4,-0.8769843476035442,4,4,3,1,-0.22392694761579535,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93,0.2569530922366417,4,0.12254596016629823,4,4,4,3,-1.3673088482463296,2,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
94,-0.73866754284237,2,-0.692319351026208,4,4,4,0,1.6230745841719907,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
95,2.746004679934171,0,4.492123844629638,1,3,4,3,1.9748843997506165,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
96,-0.73866754284237,4,-0.4463356511707929,3,4,2,2,2.238741761434586,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
97,-0.24085722530286413,2,-0.2301251945255433,2,4,4,2,-0.13597449372113884,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1
98,1.2525737273156534,4,-0.3311415554171763,4,4,4,0,0.039930414068174096,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
99,-0.07492045278969552,3,1.341831158296886,3,3,4,1,0.039930414068174096,2,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
100,0.2569530922366417,2,-0.6387984019222199,4,4,4,0,0.4796926835414565,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
101,1.2525737273156534,2,-0.33610376261887054,3,4,4,2,-1.0154990326677036,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
102,-1.2364778603818758,3,-0.8291344924443496,2,3,2,0,-1.0154990326677036,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
103,-0.9875727016121228,4,-0.47929888472490473,3,4,3,2,-0.04802203982648238,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
104,-0.73866754284237,2,-0.29286167128982066,1,2,4,2,-0.8395941248783907,1,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
105,0.2569530922366417,4,3.0718692548304323,2,2,3,2,0.3037877757521435,2,3,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
106,-0.24085722530286413,1,1.129519578738682,4,2,4,3,0.3037877757521435,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
107,-0.73866754284237,2,0.994831097549838,3,2,2,2,-0.3118794015104518,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
108,0.2569530922366417,2,1.5771815570058134,1,1,2,1,-0.48778430929976474,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
109,-0.5727307703292014,2,-0.6597105608436458,4,1,2,0,-0.04802203982648238,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
110,-1.2364778603818758,3,-0.6458872693532117,4,1,2,2,-0.3998318554051083,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
111,-0.4897623840726171,2,-1.020533913081128,1,4,4,1,-1.1034514865623601,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
112,-0.24085722530286413,2,1.0593397911718632,3,3,3,0,-0.6636892170890777,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
113,1.2525737273156534,4,1.6246769687934586,2,4,2,0,-0.9275465787730471,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
114,-0.73866754284237,2,-0.5640108505252566,4,3,1,0,-0.04802203982648238,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1
115,2.248194362394665,4,0.10872266867586425,4,4,1,0,1.0074074069093952,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
116,1.7503840448551593,2,1.383301032768188,3,4,3,2,-0.48778430929976474,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
117,-0.9046043153555385,4,-0.40380244658484216,1,2,3,0,-0.7516416709837342,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
118,1.0036685685459004,4,0.35789635887522564,2,1,4,2,-1.1034514865623601,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
119,-0.73866754284237,4,-0.32086269764223824,3,3,3,2,0.039930414068174096,1,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
120,0.008047933466888786,2,-0.5090721279350702,2,3,2,0,-0.9275465787730471,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
121,0.2569530922366417,4,0.2115112464252452,4,4,2,2,0.4796926835414565,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
122,-0.73866754284237,2,-0.5328198338288928,2,3,2,0,-1.0154990326677036,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
123,-0.9046043153555385,4,-0.8826554415483375,4,4,4,3,2.414646669223899,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
124,-0.24085722530286413,2,-0.47752666786715675,1,4,3,0,-0.7516416709837342,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
125,-0.73866754284237,4,-0.4077013236718876,2,4,2,1,-0.48778430929976474,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
126,-0.73866754284237,2,-0.9110109112723047,2,4,2,0,0.3917402296468,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
127,-0.73866754284237,2,-0.9329864003083792,2,4,2,2,-0.48778430929976474,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
128,-0.73866754284237,4,-0.5002110436463305,0,4,2,2,-0.13597449372113884,2,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
129,-0.73866754284237,4,0.08072164232344667,2,3,2,0,-0.5757367631944212,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
130,2.248194362394665,2,1.848685179612799,3,1,2,2,-1.0154990326677036,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
131,1.2525737273156534,3,1.281575785133456,2,4,3,1,-0.5757367631944212,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
132,-0.4897623840726171,2,-0.1996430645722786,1,2,3,1,-0.7516416709837342,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
133,-0.24085722530286413,2,-0.4562600655741814,2,4,4,3,1.0074074069093952,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
134,3.2438149974736765,2,2.435997846270469,3,2,4,0,-1.279356394351673,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
135,-0.73866754284237,4,-0.719965934007076,4,4,2,0,0.21583532185748705,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
136,0.5058582510063946,3,1.8933450444280473,2,2,2,2,-0.7516416709837342,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
137,-0.73866754284237,2,-0.8879720921215813,2,4,3,0,2.6785040309078685,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
138,-0.4897623840726171,4,-0.19255419714128683,3,4,2,0,-0.04802203982648238,3,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
139,-0.73866754284237,2,-0.4927677328437891,2,2,2,2,0.7435500452254259,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
140,-1.2364778603818758,2,-0.908175364299908,1,2,2,0,-0.7516416709837342,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
141,1.2525737273156534,2,0.5400802518517146,1,4,1,3,-0.48778430929976474,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
142,0.5058582510063946,2,0.051302842484830746,2,3,2,2,-0.7516416709837342,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
143,-0.24085722530286413,2,-0.2868361339734776,2,2,2,2,-1.1914039404570165,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
144,0.008047933466888786,4,-0.3485092806231062,1,4,4,1,-1.1034514865623601,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
145,2.248194362394665,1,0.10446934821726916,3,4,2,2,-0.48778430929976474,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1
146,-1.2364778603818758,4,-0.85465441519592,4,1,4,3,0.3037877757521435,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
147,-0.73866754284237,4,-0.9177453353317468,3,4,3,2,1.3592172224880212,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
148,1.2525737273156534,4,0.7442396338642782,2,3,2,1,-0.6636892170890777,2,2,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1
149,-0.24085722530286413,4,-0.5987463009371163,4,4,4,2,0.9194549530147389,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
150,-1.2364778603818758,2,-0.6823949366228195,4,2,4,3,0.567645137436113,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
151,-0.9046043153555385,2,-0.47752666786715675,2,1,4,1,0.21583532185748705,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
152,1.2525737273156534,2,0.9133091220934324,2,4,1,2,-1.0154990326677036,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
